Name,Material,Spec,Quantity,Unit,Remarks,Time
,方料,22*53-3.02米,1150,根,支,2019-11-27 08:30:02
,铝合金,350-灰砂纹（6.15米）,15,根,支,2019-11-27 08:26:32
,铝合金,508-喷砂拉丝亚黑（6.2米）,389,根,支,2019-11-27 08:26:03
,铝合金,ZA34-白砂纹（6.15米）(梵澜堂),102,根,支,2019-11-27 08:25:21
,铝合金,350-喷砂拉丝亚黑（6.2米）,65,根,支,2019-11-27 08:24:20
,型材,PF07-28*48-3米,890,根,支,2019-11-25 09:53:32
,木皮,27#天然白木(7.5cm ),14400,米,米,2019-11-25 09:28:08
,木皮,19#榆木12-2S (26cm ),762,米,米,2019-11-25 09:27:42
,木皮,26#楸木188-1C (5.5cm ),5468,米,米,2019-11-25 09:26:30
,木皮,26#楸木188-1C (11cm ),5040,米,米,2019-11-25 09:24:50
,铝合金,ZA65-烙化，3.06米,114,根,支,2019-11-23 07:04:00
,铝合金,ZA64-烙化，3.06米,249,根,支,2019-11-23 07:03:21
,铝合金,ZA58-烙化，3.06米,377,根,支,2019-11-23 07:02:34
,铝合金,ZA56-烙化，3.06米,222,根,支,2019-11-23 07:01:52
,铝合金,ZA45-烙化，3.06米,206,根,支,2019-11-23 07:00:58
,铝合金,ZA44-烙化，3.06米,336,根,支,2019-11-23 07:00:21
,铝合金,ZA36-烙化，3.06米,245,根,支,2019-11-23 06:59:36
,铝合金,ZA29-烙化，3.06米,230,根,支,2019-11-23 06:58:58
,铝合金,350-烙化，3.06米,503,根,支,2019-11-23 06:58:32
,型材,PF04-15*28-3米,1194,根,支,2019-11-23 03:00:07
,铝合金,508-喷砂拉丝亚黑（6.2米）,31,根,支,2019-11-22 03:10:09
,铝合金,350-喷砂拉丝亚黑（6.2米）,465,根,支,2019-11-22 03:07:57
,方料,15*28-3.02米,1197,根,支,2019-11-21 07:53:05
,型材,LF01-25*45-3米,1198,根,支,2019-11-21 07:52:45
,型材,PF01-18*33-3米,3145,根,支,2019-11-21 07:52:26
,方料,23*30*3020,339,根,支,2019-11-21 03:24:50
,铝合金,350-喷砂拉丝亚黑（6.2米）,125,根,支,2019-11-19 09:23:57
,铝合金,508-喷砂拉丝亚黑（6.2米）,108,根,支,2019-11-19 09:23:34
,型材,PF22-20（面宽11.4）*40（高度）-3米（烟台蒋）,1000,根,支,2019-11-19 01:15:40
,铝合金,350-喷砂拉丝亚黑（6.2米）,380,根,支,2019-11-17 05:35:18
,铝合金,350-喷砂拉丝亚银（6.2米）,20,根,支,2019-11-17 00:23:07
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,40,根,支,2019-11-17 00:22:37
,铝合金,508-喷砂拉丝亚银（6.2米）,3,根,支,2019-11-17 00:22:11
,铝合金,ZA34-白砂纹（6.15米）(梵澜堂),20,根,支,2019-11-17 00:21:43
,铝合金,ZA33-拉丝亚黑（6.15米）(小彭）,1,根,支,2019-11-17 00:21:07
,铝合金,ZA33-拉丝亚黑（6.15米）(小彭）,1,根,支,2019-11-17 00:18:28
,铝合金,ZA33-拉丝亮金（6.2米）(小彭）,1,根,支,2019-11-17 00:18:02
,铝合金,350-黑砂纹（6.15米）,10,根,支,2019-11-17 00:17:26
,铝合金,350-白砂纹（6.15米）,107,根,支,2019-11-17 00:16:59
,铝合金,508-喷砂拉丝亚黑（6.2米）,45,根,支,2019-11-17 00:16:35
,铝合金,350-喷砂拉丝亚黑（6.2米）,126,根,支,2019-11-17 00:15:59
,铝合金,350-拉丝亚银3.07米(罗庄),80,根,支,2019-11-17 00:15:17
,型材,PF07-28*48-3米,122,根,支,2019-11-17 00:14:38
,型材,LF02-30*50-3米,62,根,支,2019-11-17 00:14:06
,型材,PF01-18*33-3米,54,根,支,2019-11-17 00:13:46
,型材,PF06-28*33-3米,120,根,支,2019-11-17 00:13:24
,木皮,18＃橡木108DS(12cm),670,米,米,2019-11-17 00:12:26
,木皮,20#黑木(16cm ),335,米,米,2019-11-17 00:11:07
,木皮,19#榆木12-2S (9.2cm ),675,米,米,2019-11-17 00:10:32
,木皮,26#楸木188-1C (8cm ),250,米,米,2019-11-17 00:09:57
,木皮,28#白橡28S（30cm）,508,米,米,2019-11-16 09:27:21
,木皮,18#橡木108DS(30cm ),2795,米,米,2019-11-16 09:24:50
,铝合金,320-白砂纹（6.15米）,984,根,支,2019-11-16 01:02:09
,铝合金,350-喷砂拉丝亚黑（6.2米）,593,根,支,2019-11-16 01:01:46
,铝合金,350-白砂纹（6.15米）,435,根,支,2019-11-16 01:01:19
,型材,PF 23-18✘40✘3060米,123,根,支,2019-11-15 02:30:39
,型材,PF01-18*33-3米,2260,根,支,2019-11-14 02:31:42
,型材,PF01-18*33-3米,30,根,支,2019-11-13 01:48:47
,型材,PF01-18*33-3米,113,根,支,2019-11-13 01:48:18
,型材,PF03-20*35-3米（内衬条）,7972,根,支,2019-11-13 01:47:32
,木皮,18#橡木108DS(16cm ),5040,米,米,2019-11-11 10:29:01
,木皮,27#天然白木(7.5cm ),9860,米,米,2019-11-11 10:28:28
,木皮,17#雀巢52N（30cm),500,米,米,2019-11-11 10:28:00
,木皮,21#白木（30cm),968,米,米,2019-11-11 10:27:38
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,1016,根,支,2019-11-11 10:26:16
,铝合金,350-白砂纹（6.15米）,560,根,支,2019-11-11 10:25:33
,铝合金,350-喷砂三酸拉丝亮金(6.2米),14,根,支,2019-11-11 01:00:15
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,14,根,支,2019-11-11 00:58:25
,方料,29*48*3020,2625,根,支,2019-11-10 02:10:05
,铝合金,350-喷砂拉丝亚黑（6.2米）,780,根,支,2019-11-09 02:47:14
,铝合金,320-喷砂拉丝亚黑（6.2米）,780,根,支,2019-11-09 00:37:58
,方料,23*44*3030,90,根,支,2019-11-08 08:24:27
,方料,23*21*3.04米,14356,根,支,2019-11-08 08:21:58
,方料,23✘44✘2440,350,根,支,2019-11-08 08:19:38
,型材,PF01-18*33-3米,1974,根,支,2019-11-08 01:18:50
,铝合金,320-拉丝亚黑（2.7米）,656,根,支,2019-11-08 00:36:40
,方料,21*35.5*3020,4800,根,支,2019-11-08 00:05:06
,型材,PF01-18*33-3米,57,根,支,2019-11-07 00:43:01
,方料,21*40-3.02米,1650,根,支,2019-11-07 00:42:15
,型材,LF02-30*50-3米,1650,根,支,2019-11-07 00:41:51
,铝合金,508-白砂纹（6.15米）,43,根,支,2019-11-07 00:27:22
,方料,31*53-3.02米,595,根,支,2019-11-07 00:24:06
,方料,30*48-3.02米,4186,根,支,2019-11-07 00:21:17
,铝合金,508-白砂纹（6.15米）,43,根,支,2019-11-06 08:19:00
,铝合金,508-黑砂文（6.15米）,47,根,支,2019-11-06 08:18:30
,铝合金,350-喷砂拉丝亚黑（6.2米）,353,根,米,2019-11-06 08:17:56
,木皮,27#天然白木(7.5cm ),21516,米,米,2019-11-06 08:17:17
,木皮,11#秋香801c (30cm),2020,米,米,2019-11-06 08:16:46
,木皮,20#黑木(31cm ),5049,米,米,2019-11-06 08:16:14
,木皮,20#黑木(8cm ),5145,米,米,2019-11-06 08:15:45
,木皮,20#黑木(16cm ),3015,米,米,2019-11-06 08:13:20
,木皮,20#黑木(14cm ),3015,米,米,2019-11-06 08:13:02
,木皮,22#银橡7S (30cm ),2874,米,米,2019-11-06 08:12:40
,木皮,22#银橡7S (8cm ),3000,米,米,2019-11-06 08:12:07
,木皮,22#银橡7S (16cm ),3015,米,米,2019-11-06 08:09:58
,木皮,22#银橡7S (14cm ),3015,米,米,2019-11-06 08:09:35
,木皮,1#雪花木（30cm),1982,米,米,2019-11-06 08:09:11
,木皮,1#雪花木（16cm),315,米,米,2019-11-06 08:08:26
,型材,PF10-40（宽）*22（高）-3米,178,根,支,2019-11-06 01:10:53
,型材,PF11-22*30-3米,690,根,支,2019-11-06 01:10:19
,型材,PF03-20*35-3米（内衬条）,11270,根,支,2019-11-06 01:10:00
,方料,30*48-3.02米,9087,根,支,2019-11-05 05:21:29
,铝合金,350-拉丝哑黑(4.52米),18,根,支,2019-11-04 01:25:49
,铝合金,350-拉丝青金,800,根,支,2019-11-03 22:34:36
,方料,21*35.5*3020,14409,根,支,2019-11-02 09:37:57
,方料,31*53-3.02米,5796,根,支,2019-11-02 09:36:23
,方料,13*43-3.02米,2802,根,支,2019-11-02 09:34:39
,铝合金,350-棕砂纹（6.15米）,180,根,支,2019-11-02 09:34:01
,方料,13*43-3.02米,252,根,支,2019-11-02 09:33:21
,型材,PF22-20（面宽11.4）*40（高度）-3米（烟台蒋）,973,根,支,2019-11-02 09:31:38
,铝合金,350-灰砂纹（6.15米）,85,根,支,2019-11-01 02:07:21
,铝合金,350-灰砂纹（6.15米）,54,根,支,2019-11-01 02:06:46
,铝合金,350-拉丝亚黑6.15米,20,根,支,2019-11-01 02:03:46
,型材,PF07-28*48-3米,550,根,支,2019-11-01 01:54:56
,铝合金,350-喷砂拉丝亚黑（6.2米）,630,根,支,2019-10-30 00:40:55
,木皮,21#白木（8cm）,3016,米,米,2019-10-27 02:46:42
,木皮,21#白木（30cm),997,米,米,2019-10-27 02:45:05
,木皮,14#银梨1Q （30cm ）,2009,米,米,2019-10-27 02:44:24
,木皮,24#黑胡桃1001S（16cm）,2056,米,米,2019-10-27 02:42:50
,木皮,24#黑胡桃（1001S 14cm）,2056,米,米,2019-10-27 02:40:57
,木皮,24#黑胡桃（1001S 9.2cm）,2010,米,米,2019-10-27 02:40:07
,木皮,24#黑胡桃（1001S 8cm）,2700,米,米,2019-10-27 02:39:22
,木皮,25#天然柚木（5188S 8cm ）,2184,米,米,2019-10-27 02:38:54
,木皮,26#楸木188-1C (30cm ),1655,米,米,2019-10-27 02:37:38
,木皮,23黑橡24S (30cm ),2002,米,米,2019-10-27 02:37:17
,木皮,23黑橡24S (9.2cm ),2250,米,米,2019-10-27 02:35:28
,木皮,23#黑橡24S (8cm ),3000,米,米,2019-10-27 02:34:50
,木皮,19#榆木12-2S (9.2cm ),2259,米,米,2019-10-27 02:34:18
,木皮,19#榆木12-2S (8cm ),3032,米,米,2019-10-27 02:33:18
,木皮,08#橡木3347Q(9.2cm),2280,米,米,2019-10-27 02:32:48
,木皮,8#柚木3347Q（8cm),3080,米,米,2019-10-27 02:29:30
,方料,31*53-3.02米,1430,根,支,2019-10-25 09:59:51
,型材,PF10-40（宽）*22（高）-3米,166,根,支,2019-10-25 09:57:34
,型材,PF08-48*28-3米,360,根,支,2019-10-25 09:56:53
,型材,PF07-28*48-3米,500,根,支,2019-10-25 09:54:48
,铝合金,350-喷砂拉丝亚黑（6.2米）,840,根,支,2019-10-25 09:46:41
,型材,PF07-28*48-3米,360,根,支,2019-10-25 09:46:13
,方料,21*40-3.02米,1430,根,支,2019-10-25 09:45:41
,型材,LF02-30*50-3米,1430,根,支,2019-10-25 09:45:19
,型材,PF05-15*40-3米,1955,根,支,2019-10-25 09:44:58
,铝合金,350-喷砂三酸拉丝亮金(6.2米),41,根,支,2019-10-24 01:14:57
,型材,PF11-22*30-3米,1315,根,支,2019-10-22 00:56:14
,型材,PF01-18*33-3米,1970,根,支,2019-10-22 00:55:57
,木皮,1#雪花木（30cm),1,米,米,2019-10-22 00:48:59
,铝合金,350-喷砂拉丝亚黑（6.2米）,152,根,支,2019-10-21 06:35:31
,方料,31*35-3.02米,828,根,支,2019-10-21 00:45:52
,方料,21*36*3.02米,1698,根,支,2019-10-21 00:44:19
,铝合金,ZA63-拉丝亮金2.44米,288,根,支,2019-10-19 05:47:07
,铝合金,350-喷砂三酸拉丝亮金(6.2米),20,根,支,2019-10-19 00:34:07
,木皮,27#天然白木(7.5cm ),21975,米,米,2019-10-17 07:28:16
,木皮,18#橡木108DS(16cm ),335,米,米,2019-10-16 06:47:07
,木皮,27#天然白木(7.5cm ),3900,米,米,2019-10-14 09:53:56
,木皮,26#楸木188-1C (30cm ),2640,米,米,2019-10-14 09:53:34
,木皮,26#楸木188-1C (26cm ),790,米,米,2019-10-14 09:53:13
,木皮,26#楸木188-1c（14cm）,3015,米,米,2019-10-14 09:52:29
,木皮,26#楸木188-1C （16CM）,3015,米,米,2019-10-14 09:51:08
,木皮,30#白藤904S (26cm ),2000,米,米,2019-10-14 09:50:20
,木皮,30#白藤904S (8cm ),2516,米,米,2019-10-14 09:49:40
,木皮,30#白藤904S (9.2cm ),2010,米,米,2019-10-14 09:49:09
,木皮,30#白藤904S (16cm ),4020,米,米,2019-10-14 09:48:25
,木皮,30#白藤904S (16cm ),4020,米,米,2019-10-14 09:48:21
,木皮,30#白藤904s（14cm）,4020,米,米,2019-10-14 09:47:21
,方料,21X 40X 3.06米,827,根,支,2019-10-14 01:14:41
,型材,LF02-30*50-3.06米,820,根,支,2019-10-14 01:13:51
,铝合金,508-黑砂文（6.15米）,51,根,支,2019-10-14 00:52:54
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,418,根,支,2019-10-14 00:47:18
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,11,根,支,2019-10-14 00:46:08
,铝合金,320-白砂纹（6.15米）,233,根,支,2019-10-13 03:28:03
,型材,PF08-48*28-3米,101,根,支,2019-10-13 01:10:11
,型材,PF07-28*48-3米,96,根,支,2019-10-13 01:09:52
,型材,PF06-28*33-3米,182,根,支,2019-10-13 01:09:30
,方料,21*40-3.02米,1104,根,支,2019-10-13 01:09:12
,型材,LF02-30*50-3米,1100,根,支,2019-10-13 01:08:22
,铝合金,ZA33-白砂纹（6.15米）(小彭）,153,根,支,2019-10-10 01:25:03
,铝合金,ZA34-白砂纹（6.15米）(梵澜堂),121,根,支,2019-10-10 01:24:29
,铝合金,ZA33-拉丝亚黑（6.15米）(小彭）,71,根,支,2019-10-10 01:24:04
,铝合金,ZA32-拉丝亮金（6.15米）(仟像）,65,根,支,2019-10-10 01:23:09
,方料,23*44*3030,6734,根,支,2019-10-10 01:11:34
,方料,23*44*3030,6734,根,支,2019-10-08 01:18:43
,型材,PF22-20（面宽11.4）*40（高度）-3米（烟台蒋）,210,根,支,2019-10-07 00:43:18
,方料,31*53-3.02米,3368,根,支,2019-10-07 00:38:13
,方料,31*53-3.06米,4795,根,支,2019-10-07 00:37:45
,方料,15*28-3.02米,996,根,支,2019-10-07 00:36:50
,方料,21*40-3.02米,828,根,支,2019-10-07 00:36:29
,方料,21X 40X 3.06米,891,根,支,2019-10-07 00:35:45
,型材,LF02-30*50-3米,810,根,支,2019-10-07 00:35:26
,型材,LF02-30*50-3.06米,850,根,支,2019-10-07 00:34:45
,型材,LF01-25*45-3米,950,根,支,2019-10-07 00:34:30
,铝合金,508-喷砂拉丝亚黑（6.2米）,170,根,支,2019-10-02 10:32:33
,铝合金,ZA33-白砂纹（6.15米）(小彭）,74,根,支,2019-10-01 08:07:25
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,470,根,米,2019-09-30 10:09:31
,铝合金,350-喷砂拉丝亚银（6.2米）,550,根,支,2019-09-30 10:06:32
,铝合金,320-喷砂拉丝亚银（6.2米）,550,根,支,2019-09-30 10:04:58
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,45,根,支,2019-09-30 10:02:43
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,122,根,支,2019-09-30 09:59:52
,铝合金,320-喷砂拉丝亚银（6.2米）,477,根,支,2019-09-30 09:53:59
,铝合金,320-喷砂拉丝亚黑（6.2米）,78,根,支,2019-09-30 09:47:13
,铝合金,ZA33-拉丝亮金（6.2米）(小彭）,388,根,支,2019-09-30 09:45:04
,铝合金,ZA33-拉丝亚黑（6.15米）(小彭）,335,根,支,2019-09-30 09:43:09
,木皮,24#黑胡桃1001S (31cm ),335,米,米,2019-09-30 09:24:01
,木皮,22#银橡7S (16cm ),2010,米,米,2019-09-30 09:20:54
,木皮,22#银橡7S (9.2cm ),293,米,米,2019-09-30 09:20:11
,木皮,20#黑木(6.5cm ),300,米,米,2019-09-30 09:17:03
,木皮,18#橡木108DS(9.2cm ),340,米,米,2019-09-30 09:12:54
,木皮,18#橡木108DS(16cm ),240,米,米,2019-09-30 09:09:41
,木皮,18#橡木108DS(14cm ),335,米,米,2019-09-30 09:07:51
,木皮,01#雪花木(31cm),123,米,米,2019-09-30 08:57:10
,木皮,5#麦格利38Q (6.5cm ),295,米,米,2019-09-30 08:43:45
,型材,YS108-20*35*3020,285,根,支,2019-09-30 08:08:02
,型材,PF22-20（面宽11.4）*40（高度）-3米（烟台蒋）,87,根,支,2019-09-30 07:59:37
,型材,PF10-40（宽）*22（高）-3米,182,根,支,2019-09-30 07:58:25
,型材,PF06-28*33-3米,118,根,支,2019-09-30 07:55:31
,型材,PF 23-18✘40✘3060,638,根,支,2019-09-30 07:50:18
,方料,23*30*3020,2909,根,支,2019-09-30 07:44:06
,方料,31*36.5-3.02米,483,根,支,2019-09-30 07:42:11
,方料,23✘53✘3020,256,根,支,2019-09-30 07:26:15
,方料,23*30*3020,2909,根,支,2019-09-30 07:25:05
,方料,21*40-3.02米,1640,根,支,2019-09-30 06:56:31
,方料,21*60*3.02米,500,根,支,2019-09-30 06:51:43
,方料,25 X 48X 3.02米,1200,根,支,2019-09-30 06:35:51
,方料,21*36*3.02米,130,根,支,2019-09-30 06:22:25
,方料,31*53-3.06米,3264,根,支,2019-09-30 06:21:00
,方料,30*50*3020,897,根,支,2019-09-30 06:20:22
,方料,30*48-3.02米,1683,根,支,2019-09-30 06:13:28
,铝合金,ZA58-拉丝哑黑3.47米,481,根,支,2019-09-28 02:33:12
,铝合金,350-喷砂拉丝亚黑（6.2米）,1446,根,支,2019-09-28 02:32:00
,方料,19*35-3.02米,9091,根,支,2019-09-28 02:31:19
,型材,LF03-30✘35前宽7mm,45,根,支,2019-09-28 02:25:12
,型材,LF02-30*50-3.06米,182,根,支,2019-09-28 02:23:33
,型材,PF09-20*50.8-3米,825,根,支,2019-09-28 01:41:31
,型材,PF26-28（面宽）*21（高度）-3米,1284,根,支,2019-09-28 01:40:47
,方料,21*36*3.02米,272,根,支,2019-09-28 01:40:23
,型材,PF06-28*33-3米,1188,根,支,2019-09-25 01:20:48
,型材,PF01-18*33-3米,1978,根,支,2019-09-25 01:20:05
,型材,PF01-18*33-3米,10108,根,支,2019-09-25 01:15:38
,方料,23*44*3030,5402,根,支,2019-09-25 00:28:38
,方料,22*31-3.02米,3973,根,支,2019-09-25 00:28:15
,木皮,23黑橡24S (30cm ),2005,米,米,2019-09-24 09:39:59
,木皮,01#雪花木(31cm),1028,米,米,2019-09-24 09:39:29
,木皮,22#银橡7S (30cm ),2022,米,米,2019-09-24 09:39:04
,木皮,14#银梨1Q （30cm ）,2000,米,米,2019-09-24 09:37:24
,木皮,20#黑木(31cm ),1870,米,米,2019-09-24 09:36:16
,木皮,20#黑木(9.2cm ),2010,米,米,2019-09-24 09:35:31
,木皮,20#黑木(8cm ),5040,米,米,2019-09-24 09:35:06
,铝合金,ZA61-拉丝哑黑6.20米,240,根,支,2019-09-24 09:24:51
,铝合金,508-喷砂拉丝亚黑（6.2米）,109,根,支,2019-09-24 09:23:08
,铝合金,350-喷砂拉丝亚黑（6.2米）,675,根,支,2019-09-24 09:22:02
,木皮,20#黑木(16cm ),377,米,米,2019-09-23 01:54:52
,铝合金,ZA33-白砂纹（6.15米）(小彭）,6,根,支,2019-09-21 23:50:03
,铝合金,350-喷砂拉丝亚黑（6.2米）,20,根,支,2019-09-21 23:49:23
,型材,PF01-18*33-3米,1650,根,支,2019-09-21 23:41:54
,型材,PF07-28*48-3米,850,根,支,2019-09-21 23:41:23
,铝合金,ZA33-白砂纹（6.15米）(小彭）,51,根,支,2019-09-20 03:05:31
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,55,根,支,2019-09-20 03:02:51
,铝合金,350-喷砂拉丝亚黑（6.2米）,585,根,支,2019-09-20 03:01:18
,型材,LF 03-30✘353020,151,根,支,2019-09-20 02:57:46
,木皮,01#雪花木(31cm),160,米,米,2019-09-18 00:23:36
,木皮,01#雪花木9.2cm,1100,米,米,2019-09-18 00:23:04
,木皮,1#雪花木（8cm ）,2010,米,米,2019-09-18 00:21:28
,木皮,1#雪花木（7cm),1300,米,米,2019-09-18 00:21:11
,木皮,1#雪花木（30cm),1073,米,米,2019-09-18 00:20:20
,木皮,1#雪花木（16cm),2010,米,米,2019-09-18 00:19:54
,木皮,30#白藤904S (8cm ),2088,米,米,2019-09-18 00:19:21
,木皮,30#白藤904S (26cm ),998,米,米,2019-09-18 00:18:45
,木皮,27#天然白木(7.5cm ),11794,米,米,2019-09-18 00:17:57
,型材,PF06-28*33-3米,1106,根,支,2019-09-18 00:16:13
,方料,29✘35✘3.02米,7069,根,支,2019-09-17 10:24:52
,方料,23*44*3030,4448,根,支,2019-09-17 10:22:33
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,45,根,支,2019-09-17 00:52:40
,铝合金,ZA33-白砂纹（6.15米）(小彭）,15,根,支,2019-09-11 09:31:20
,铝合金,320-白砂纹（6.15米）,1489,根,支,2019-09-11 09:30:44
,木皮,22#银橡7S (14cm ),2030,米,米,2019-09-11 09:30:01
,木皮,22#银橡07S（5.5cm）,500,米,米,2019-09-11 09:29:18
,木皮,27#天然白木(7.5cm ),9000,米,米,2019-09-11 09:28:53
,型材,PF15-20*60-3米,26,根,支,2019-09-11 01:22:38
,型材,LF02-30*50-3米,1596,根,支,2019-09-10 23:55:33
,型材,PF15-20*60-3米,498,根,支,2019-09-08 00:21:39
,型材,PF03-20*35-3米（内衬条）,24150,根,支,2019-09-08 00:05:55
,型材,PF09-20*50.8-3米,263,根,支,2019-09-08 00:04:36
,铝合金,350-喷砂拉丝亚黑（6.2米）,532,根,支,2019-09-04 01:21:49
,木皮,22#银橡07S（5.5cm）,6870,米,米,2019-09-04 00:03:52
,木皮,22#银橡7S (8cm ),2040,米,米,2019-09-04 00:01:45
,木皮,27#天然白木(7.5cm ),14984,米,米,2019-09-04 00:01:18
,铝合金,350-喷砂拉丝亚银（6.2米）,400,根,支,2019-09-03 00:33:34
,方料,21X 40X 3.06米,446,根,支,2019-09-03 00:28:48
,型材,LF02-30*50-3.06米,450,根,支,2019-09-03 00:28:22
,方料,21*40-3.02米,896,根,支,2019-09-03 00:28:04
,型材,LF02-30*50-3米,560,根,支,2019-09-03 00:27:34
,型材,LF02-30*50-3米,256,根,支,2019-09-03 00:26:56
,方料,31*35-3.02米,22,根,支,2019-09-03 00:12:16
,铝合金,350-喷砂拉丝亚黑（6.2米）,300,根,支,2019-09-02 05:19:26
,铝合金,320-喷砂拉丝亚黑（6.2米）,468,根,支,2019-09-02 05:18:16
,铝合金,320-喷砂拉丝亚黑（6.2米）,372,根,支,2019-09-02 05:16:41
,方料,15*28-3.02米,869,根,支,2019-09-01 09:47:03
,铝合金,350-喷砂拉丝亚黑（6.2米）,328,根,支,2019-08-30 09:57:40
,木皮,14#银梨1Q （9.2cm ）,3100,米,米,2019-08-30 09:57:05
,木皮,14#银梨1Q （8cm ）,3000,米,米,2019-08-30 09:56:35
,木皮,4#黑杏AE 03S (8cm ),3150,米,米,2019-08-30 09:56:09
,木皮,23#黑橡24S (8cm ),3090,米,米,2019-08-30 09:55:27
,木皮,20#黑木(9.2cm ),3015,米,米,2019-08-30 09:55:00
,木皮,20#黑木(8cm ),4978,米,米,2019-08-30 09:54:30
,木皮,27#天然白木(7.5cm ),12000,米,米,2019-08-30 09:54:07
,木皮,18＃橡木108DS(12cm),1675,米,米,2019-08-30 09:53:35
,木皮,18#橡木108DS(16cm ),4775,米,米,2019-08-30 09:53:10
,方料,20*22-3.02米,2060,根,支,2019-08-30 00:57:25
,型材,PF11-22*30-3米,1427,根,支,2019-08-30 00:55:10
,木皮,30#白藤904S (16cm ),670,米,米,2019-08-30 00:49:15
,型材,PF01-18*33-3米,1972,根,支,2019-08-29 01:04:00
,型材,PF15-20*60-3米,212,根,支,2019-08-27 09:53:25
,型材,PF23-18（面宽）*40（高度）-3米,687,根,支,2019-08-27 09:52:44
,铝合金,350-喷砂拉丝亚黑（6.2米）,139,根,支,2019-08-27 07:09:27
,铝合金,ZA32-拉丝亮金（6.15米）(仟像）,10,根,支,2019-08-26 01:56:58
,铝合金,ZA33-拉丝亚黑（6.15米）(小彭）,22,根,支,2019-08-26 01:56:19
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,106,根,支,2019-08-26 01:55:12
,铝合金,508-喷砂拉丝亚黑（6.2米）,196,根,支,2019-08-26 01:54:47
,铝合金,350-喷砂拉丝亚黑（6.2米）,500,根,支,2019-08-26 01:53:31
,铝合金,350-喷砂拉丝亚黑（6.2米）,942,根,支,2019-08-26 01:52:53
,铝合金,350-白砂纹（6.15米）,400,根,支,2019-08-26 01:51:30
,木皮,27#天然白木(21cm ),236,米,米,2019-08-26 00:19:13
,型材,PF15-20*60-3米,8,根,支,2019-08-25 14:29:47
,铝合金,508-灰砂纹（6.15米）,80,根,支,2019-08-23 02:09:43
,铝合金,320-白砂纹（6.15米）,180,根,支,2019-08-21 09:48:50
,铝合金,350-棕砂纹（6.15米）,100,根,支,2019-08-21 09:47:58
,铝合金,350-蓝砂纹（6.15米）,197,根,支,2019-08-21 09:47:30
,铝合金,350-灰砂纹（6.15米）,200,根,支,2019-08-21 09:47:00
,铝合金,508-灰砂纹（6.15米）,150,根,支,2019-08-21 09:46:27
,铝合金,508-棕砂纹（6.15米）,149,根,,2019-08-21 09:45:53
,型材,LF01-25*45-3米,869,根,支,2019-08-19 00:21:55
,铝合金,320-白砂纹（6.15米）,928,根,支,2019-08-19 00:13:21
,铝合金,350-白砂纹（6.15米）,15,根,支,2019-08-19 00:12:46
,铝合金,350-白砂纹（6.15米）,15,根,支,2019-08-19 00:11:45
,型材,PF22-20（面宽11.4）*40（高度）-3米（烟台蒋）,654,根,支,2019-08-17 00:42:32
,方料,21X 40X 3.06米,667,根,支,2019-08-17 00:37:57
,型材,PF06-28*33-3米,864,根,支,2019-08-16 01:16:57
,型材,PF07-28*48-3米,1140,根,支,2019-08-16 01:16:35
,方料,21*36*3.02米,11152,根,支,2019-08-16 01:06:23
,方料,21*36*3.02米,10746,根,支,2019-08-14 03:46:18
,铝合金,350-拉丝亚黑6.15米,509,根,支,2019-08-13 01:34:25
,铝合金,350-喷砂拉丝亚黑（6.2米）,497,根,支,2019-08-13 01:32:50
,铝合金,508-喷砂拉丝亚黑（6.2米）,130,根,支,2019-08-13 01:32:18
,方料,21*60*3.02米,3897,根,支,2019-08-13 00:20:03
,方料,21*36*3.02米,10416,根,支,2019-08-13 00:19:40
,方料,21*23*2.44米,1027,根,支,2019-08-13 00:19:05
,铝合金,ZA33-白砂纹（6.15米）(小彭）,110,根,支,2019-08-13 00:15:40
,铝合金,350-白砂纹（6.15米）,990,根,支,2019-08-13 00:15:17
,铝合金,320-白砂纹（6.15米）,874,根,支,2019-08-13 00:14:49
,铝合金,ZA33-白砂纹（6.15米）(小彭）,10,根,支,2019-08-12 00:23:19
,铝合金,508-白砂纹（6.15米）,493,根,支,2019-08-06 10:00:48
,铝合金,350-白砂纹（6.15米）,989,根,支,2019-08-06 10:00:20
,铝合金,350-蓝砂纹（6.15米）,200,根,支,2019-08-06 09:59:45
,铝合金,350-喷砂拉丝亚黑（6.2米）,455,根,支,2019-08-06 09:59:19
,铝合金,508-喷砂拉丝亚黑（6.2米）,1200,根,支,2019-08-06 09:58:53
,木皮,27#天然白木(7.5cm ),18730,米,米,2019-08-05 09:54:19
,方料,21X 40X 3.06米,725,根,支,2019-08-05 09:35:36
,方料,21X 40X 3.06米,1080,根,支,2019-08-05 09:31:51
,方料,21X 40X 3.06米,311,根,支,2019-08-05 09:31:00
,型材,LF02-30*50-3米,895,根,支,2019-08-05 09:20:38
