Name,Material,Spec,Quantity,Unit,Remarks,Time
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,17,根,支,2019-11-21 03:28:16
,铝合金,508-白砂纹（6.15米）,1,根,支,2019-11-21 03:27:13
,铝合金,508-喷砂拉丝亚银（6.2米）,11,根,支,2019-11-21 03:26:29
,铝合金,350-喷砂拉丝亚黑（6.2米）,413,根,支,2019-11-21 03:25:58
,方料,19*35-3.02米,3151,根,支,2019-11-21 03:20:31
,方料,23*30*3020,230,根,支,2019-11-21 02:20:39
,型材,PF26-28（面宽）*21（高度）-3米,68,根,支,2019-11-21 02:19:15
,型材,PF04-15*28-3米,79,根,支,2019-11-21 02:18:40
,铝合金,350-棕砂纹（6.15米）,40,根,支,2019-11-19 01:15:06
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,63,根,支,2019-11-19 01:14:43
,铝合金,320-拉丝亚黑（2.7米）,321,根,支,2019-11-19 01:14:14
,铝合金,350-喷砂拉丝亚黑（6.2米）,52,根,支,2019-11-19 01:13:45
,型材,PF01-18*33-3米,814,根,支,2019-11-19 01:13:19
,型材,PF22-20（面宽11.4）*40（高度）-3米（烟台蒋）,81,根,支,2019-11-19 01:13:01
,方料,21*40-3.02米,1007,根,支,2019-11-19 01:12:29
,木皮,22#银橡7S (30cm ),267,米,米,2019-11-19 01:11:53
,木皮,22#银橡07S（5.5cm）,260,米,米,2019-11-19 01:11:23
,木皮,15#铁刀2238Q（30cm),340,米,米,2019-11-19 01:10:50
,木皮,14#银梨1Q （30cm ）,335,米,米,2019-11-19 01:10:12
,木皮,28#白橡28S9.2cm）,290,米,米,2019-11-19 01:09:48
,木皮,20#黑木(8cm ),315,米,米,2019-11-19 01:09:24
,木皮,26#楸木188-1C (8cm ),250,米,米,2019-11-19 01:08:53
,木皮,8#柚木3347Q（8cm),252,米,米,2019-11-19 01:08:23
,铝合金,ZA34-白砂纹（6.15米）(梵澜堂),45,根,支,2019-11-17 00:27:02
,铝合金,320-白砂纹（6.15米）,200,根,支,2019-11-15 02:38:51
,铝合金,ZA34-白砂纹（6.15米）(梵澜堂),80,根,支,2019-11-15 02:38:28
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,1,根,支,2019-11-15 02:38:10
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,1,根,支,2019-11-15 02:37:56
,铝合金,320-喷砂拉丝亚黑（6.2米）,1,根,支,2019-11-15 02:37:24
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,41,根,支,2019-11-15 02:36:58
,铝合金,350-喷砂拉丝亚黑（6.2米）,321,根,支,2019-11-15 02:33:01
,铝合金,350-喷砂拉丝亚银（6.2米）,10,根,支,2019-11-15 02:32:38
,型材,PF09-20*50.8-3米,37,根,支,2019-11-15 02:31:12
,型材,PF 23-18✘40✘3060,125,根,支,2019-11-15 02:30:57
,型材,PF 23-18✘40✘3060米,123,根,支,2019-11-15 02:30:08
,型材,PF01-18*33-3米,811,根,支,2019-11-15 02:29:05
,木皮,24#黑胡桃（1001S 14cm）,340,米,米,2019-11-15 02:28:46
,木皮,24#黑胡桃（1001S 9.2cm）,335,米,米,2019-11-15 02:28:24
,木皮,10黑檀2427S (14cm ),300,米,米,2019-11-15 02:25:48
,木皮,10#黑檀2427S (9.2cm ),335,米,米,2019-11-15 02:21:58
,木皮,6#柚木38Q (31cm ),335,米,米,2019-11-15 02:21:09
,木皮,02#橡木609S (30cm ),260,米,米,2019-11-15 02:19:34
,木皮,23#黑橡24S (8cm ),250,米,米,2019-11-15 02:18:23
,木皮,26#楸木188-1C (26cm ),317,米,米,2019-11-15 02:14:30
,木皮,18＃橡木108DS(12cm),335,米,米,2019-11-15 02:13:53
,木皮,23黑橡24S (9.2cm ),250,米,米,2019-11-15 02:13:26
,铝合金,350-黑砂纹（6.15米）,2,根,支,2019-11-14 02:19:52
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,730,根,支,2019-11-14 02:19:29
,铝合金,350-喷砂拉丝亚银（6.2米）,65,根,支,2019-11-14 02:18:05
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,20,根,支,2019-11-14 02:17:27
,铝合金,320-喷砂拉丝亚黑（6.2米）,20,根,支,2019-11-14 02:16:59
,铝合金,350-喷砂拉丝亚黑（6.2米）,450,根,支,2019-11-14 02:12:59
,型材,LF01-25*45-3米,110,根,支,2019-11-14 02:11:32
,铝合金,350-拉丝亚银3.07米(罗庄),120,根,支,2019-11-14 02:09:29
,方料,19*35-3.02米,1980,根,米,2019-11-14 02:08:54
,木皮,26#楸木188-1C (30cm ),600,米,米,2019-11-14 02:08:04
,木皮,24#黑胡桃（1001S 14cm）,348,米,米,2019-11-14 02:07:25
,型材,23*30*3020,335,根,米,2019-11-14 02:06:56
,方料,21*35.5*3020,7924,根,支,2019-11-13 01:47:04
,型材,PF09-20*50.8-3米,72,根,支,2019-11-13 01:46:38
,型材,PF07-28*48-3米,25,根,支,2019-11-13 01:46:19
,型材,PF22-20（面宽11.4）*40（高度）-3米（烟台蒋）,51,根,支,2019-11-13 01:46:01
,型材,LF03-30*35-3米,715,根,支,2019-11-13 01:45:34
,型材,PF06-28*33-3米,90,根,支,2019-11-13 01:45:10
,型材,PF01-18*33-3米,490,根,支,2019-11-13 01:44:50
,型材,LF02-30*50-3.06米,152,根,支,2019-11-13 01:44:28
,型材,LF02-30*50-3米,240,根,支,2019-11-13 01:44:13
,型材,LF02-30*50-3米,152,根,支,2019-11-13 01:43:53
,铝合金,ZA33-拉丝亚黑（6.15米）(小彭）,24,根,支,2019-11-13 01:43:30
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,32,根,支,2019-11-13 01:42:44
,铝合金,320-拉丝亚银3.07米(罗庄),123,根,支,2019-11-13 01:42:15
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,20,根,支,2019-11-13 01:41:49
,铝合金,350-喷砂拉丝亚黑（6.2米）,40,根,支,2019-11-13 01:41:22
,铝合金,350-白砂纹（6.15米）,40,根,支,2019-11-13 01:40:56
,铝合金,508-黑砂文（6.15米）,15,根,支,2019-11-13 01:40:33
,木皮,20#黑木(31cm ),324,米,米,2019-11-13 01:39:54
,木皮,10#黑檀2427S (9.2cm ),335,米,米,2019-11-13 01:39:21
,木皮,18#橡木108DS(16cm ),1890,米,米,2019-11-13 01:38:52
,木皮,26#楸木188-1C (8cm ),500,米,米,2019-11-13 01:38:18
,木皮,19#榆木12-2S (8cm ),261,米,米,2019-11-13 01:37:15
,木皮,20#黑木(31cm ),630,米,米,2019-11-13 01:36:25
,铝合金,ZA63-拉丝亮金2.44米,2,根,支,2019-11-11 01:02:36
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,14,根,支,2019-11-11 01:01:06
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,14,根,支,2019-11-11 00:58:57
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,2,根,支,2019-11-11 00:57:31
,铝合金,350-喷砂三酸拉丝亮金(6.2米),14,根,支,2019-11-11 00:56:59
,铝合金,508-喷砂拉丝亚黑（6.2米）,2,根,支,2019-11-11 00:56:23
,型材,PF01-18*33-3米,1300,根,支,2019-11-11 00:54:50
,木皮,14#银梨1Q （8cm ）,300,米,米,2019-11-11 00:54:28
,木皮,8#柚木3347Q（8cm),2576,米,米,2019-11-11 00:54:08
,木皮,23黑橡24S (30cm ),335,米,米,2019-11-11 00:53:27
,木皮,22#银橡7S (30cm ),347,米,米,2019-11-11 00:53:04
,木皮,1#雪花木（30cm),232,米,米,2019-11-11 00:52:26
,木皮,25#天然柚木（5188S 31cm ）,300,米,米,2019-11-11 00:51:42
,木皮,20#黑木(31cm ),315,米,米,2019-11-11 00:51:12
,木皮,27#天然白木(7.5cm ),8100,米,米,2019-11-11 00:49:27
,铝合金,350-白砂纹（6.15米）,700,根,支,2019-11-11 00:30:59
,铝合金,350-红砂纹（6.15米）,16,根,支,2019-11-10 02:20:32
,铝合金,320-喷砂拉丝亚黑（6.2米）,780,根,支,2019-11-09 02:46:40
,铝合金,350-拉丝亚银3.07米(罗庄),130,根,支,2019-11-09 02:45:11
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,80,根,支,2019-11-09 02:44:42
,铝合金,350-黑砂纹（6.15米）,20,根,支,2019-11-09 02:43:49
,铝合金,350-绿砂纹（6.15米）,20,根,支,2019-11-09 02:43:20
,铝合金,350-红砂纹（6.15米）,20,根,支,2019-11-09 02:42:53
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,10,根,支,2019-11-09 02:42:23
,铝合金,508-喷砂拉丝亚黑（6.2米）,8,根,支,2019-11-09 02:41:59
,铝合金,350-红砂纹（6.15米）,1,根,支,2019-11-09 02:41:35
,铝合金,350-白砂纹（6.15米）,3,根,支,2019-11-09 02:41:04
,铝合金,320-喷砂三酸拉丝亮银（6.15米）,10,根,支,2019-11-09 02:40:27
,型材,LF03-30*35-3米,89,根,支,2019-11-09 02:39:42
,型材,PF01-18*33-3米,55,根,支,2019-11-09 02:39:19
,型材,PF23-18（面宽）*40（高度）-3米,56,根,支,2019-11-09 02:38:58
,木皮,22#银橡7S (8cm ),750,米,米,2019-11-09 02:38:28
,木皮,18＃橡木108DS(12cm),1005,米,米,2019-11-09 02:37:58
,木皮,26#楸木188-1C (8cm ),315,米,米,2019-11-09 02:37:33
,木皮,20#黑木(5.5cm ),335,米,米,2019-11-09 00:54:20
,方料,21*23*2.44米,350,根,支,2019-11-08 08:18:59
,方料,23✘44✘2440,350,根,支,2019-11-08 08:16:16
,铝合金,350-黑砂纹（6.15米）,16,根,支,2019-11-08 01:25:00
,型材,LF01-25*45-3米,218,根,支,2019-11-08 01:24:36
,型材,PF09-20*50.8-3米,145,根,支,2019-11-08 01:24:21
,型材,PF11-22*30-3米,61,根,支,2019-11-08 01:24:04
,型材,PF07-28*48-3米,73,根,支,2019-11-08 01:23:47
,型材,PF06-28*33-3米,122,根,支,2019-11-08 01:23:30
,型材,PF01-18*33-3米,272,根,支,2019-11-08 01:19:22
,方料,19*35-3.02米,1980,根,支,2019-11-08 01:18:28
,木皮,18#橡木108DS(8cm ),335,米,米,2019-11-08 01:18:00
,木皮,11#秋香801c (30cm),345,米,米,2019-11-08 01:17:30
,木皮,24#黑胡桃（1001S 14cm）,348,米,米,2019-11-08 01:17:11
,木皮,4#黑杏AE 03S (14cm ),268,米,米,2019-11-08 01:16:44
,木皮,26#楸木188-1C (8cm ),315,米,米,2019-11-08 01:16:18
,木皮,20#黑木(8cm ),315,米,米,2019-11-08 01:12:38
,木皮,22#银橡7S (30cm ),335,米,米,2019-11-08 01:12:17
,铝合金,320-拉丝亚黑（2.7米）,635,根,支,2019-11-08 00:35:46
,铝合金,320-拉丝亚黑（2.7米）,635,根,支,2019-11-08 00:34:36
,铝合金,350-喷砂拉丝亚银（6.2米）,20,根,支,2019-11-07 00:41:18
,铝合金,350-喷砂拉丝亚黑（6.2米）,30,根,支,2019-11-07 00:40:42
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,10,根,支,2019-11-07 00:40:19
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,20,根,支,2019-11-07 00:39:50
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,8,根,支,2019-11-07 00:39:31
,铝合金,508-喷砂拉丝亚银（6.2米）,23,根,支,2019-11-07 00:38:59
,型材,LF02-30*50-3米,905,根,支,2019-11-07 00:38:32
,型材,PF01-18*33-3米,274,根,支,2019-11-07 00:38:14
,方料,31*53-3.02米,1656,根,支,2019-11-07 00:37:54
,木皮,21#白木（30cm),757,米,米,2019-11-07 00:37:28
,木皮,4#黑杏AE 03S (8cm ),700,米,米,2019-11-07 00:37:05
,木皮,25#天然柚木（5188S 8cm ）,312,米,米,2019-11-07 00:36:35
,铝合金,508-白砂纹（6.15米）,22,根,支,2019-11-06 09:51:45
,铝合金,508-白砂纹（6.15米）,75,根,支,2019-11-06 01:16:30
,型材,PF11-22*30-3米,550,根,支,2019-11-06 01:09:27
,型材,PF11-22*30-3米,60,根,支,2019-11-06 01:08:56
,型材,PF08-48*28-3米,60,根,支,2019-11-06 01:08:33
,型材,PF10-40（宽）*22（高）-3米,178,根,支,2019-11-06 01:08:05
,型材,PF01-18*33-3米,55,根,支,2019-11-06 01:07:42
,型材,PF04-15*28-3米,80,根,支,2019-11-06 01:07:19
,木皮,10#黑檀2427S (26cm ),300,米,米,2019-11-06 01:06:59
,木皮,21#白木（8cm）,250,米,米,2019-11-06 01:05:30
,铝合金,350-喷砂拉丝亚银（6.2米）,40,根,支,2019-11-06 01:05:00
,铝合金,320-拉丝亚黑（2.7米）,560,根,支,2019-11-06 01:04:19
,铝合金,320-白砂纹（6.15米）,100,根,支,2019-11-06 01:03:35
,铝合金,350-喷砂三酸拉丝亮金（4.35米）,12,根,支,2019-11-06 01:03:08
,铝合金,350-喷砂拉丝亚黑（6.2米）,15,根,支,2019-11-06 01:01:17
,铝合金,350-喷砂拉丝亚黑（6.2米）,15,根,支,2019-11-06 01:01:04
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,43,根,支,2019-11-06 01:00:36
,铝合金,508-喷砂拉丝亚黑（6.2米）,50,根,支,2019-11-06 00:59:57
,铝合金,ZA32-拉丝亮金（6.15米）(仟像）,15,根,支,2019-11-06 00:59:34
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,74,根,支,2019-11-06 00:59:09
,铝合金,508-灰砂纹（6.15米）,1,根,支,2019-11-06 00:58:40
,铝合金,320-喷砂拉丝亚银（6.2米）,1,根,支,2019-11-06 00:58:20
,方料,23*30*3020,700,根,支,2019-11-06 00:57:48
,方料,16✘43✘3.02,100,根,支,2019-11-06 00:57:01
,方料,21*35.5*3020,11285,根,支,2019-11-06 00:56:19
,木皮,21#白木（8cm）,258,米,米,2019-11-06 00:55:44
,木皮,22#银橡07S（5.5cm）,2100,米,米,2019-11-06 00:54:23
,铝合金,508-喷砂拉丝亮银（6.15米）,15,根,支,2019-11-04 01:24:30
,铝合金,350-拉丝哑黑(4.52米),145,根,支,2019-11-04 01:24:03
,铝合金,350-喷砂拉丝亚黑（6.2米）,130,根,支,2019-11-04 01:23:31
,铝合金,320-喷砂三酸拉丝亮银（6.15米）,60,根,支,2019-11-04 01:23:05
,铝合金,350-拉丝亚银3.07米(罗庄),160,根,支,2019-11-04 01:22:29
,型材,PF04-15*28-3米,80,根,支,2019-11-04 01:21:59
,木皮,21#白木（8cm）,250,米,米,2019-11-04 01:21:34
,木皮,21#白木（30cm),474,米,米,2019-11-04 01:09:14
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,20,根,支,2019-11-03 23:45:57
,方料,30*50*3020,33,根,支,2019-11-02 09:39:51
,木皮,26#楸木188-1C (11cm ),335,米,支,2019-11-02 09:30:38
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,75,根,支,2019-11-02 09:30:05
,铝合金,350-棕砂纹（6.15米）,30,根,支,2019-11-02 09:29:33
,铝合金,508-喷砂拉丝亮银（6.15米）,30,根,支,2019-11-02 09:29:09
,铝合金,508-喷砂拉丝亚黑（6.2米）,150,根,支,2019-11-02 09:28:40
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,80,根,支,2019-11-02 09:28:18
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,40,根,支,2019-11-02 09:27:47
,铝合金,350-喷砂拉丝亚黑（6.2米）,150,根,支,2019-11-02 09:27:17
,铝合金,350-白砂纹（6.15米）,80,根,支,2019-11-02 09:25:01
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,60,根,支,2019-11-02 09:24:36
,型材,PF09-20*50.8-3米,74,根,支,2019-11-02 09:24:05
,型材,PF07-28*48-3米,24,根,支,2019-11-02 09:23:43
,型材,PF06-28*33-3米,90,根,支,2019-11-02 09:23:21
,型材,PF22-20（面宽11.4）*40（高度）-3米（烟台蒋）,802,根,支,2019-11-02 09:23:01
,方料,23*41-3.02米,980,根,支,2019-11-02 09:22:26
,方料,13*43-3.02米,502,根,支,2019-11-02 09:21:49
,木皮,18#橡木108DS(9.2cm ),2420,米,米,2019-11-02 09:21:21
,铝合金,350-喷砂拉丝亚黑（6.2米）,20,根,支,2019-11-01 02:04:15
,铝合金,350-绿砂纹（6.15米）,20,根,支,2019-11-01 02:02:24
,铝合金,350-蓝砂纹（6.15米）,60,根,支,2019-11-01 02:02:06
,铝合金,350-拉丝亚黑6.15米,20,根,支,2019-11-01 02:01:45
,铝合金,350-棕砂纹（6.15米）,40,根,支,2019-11-01 02:01:19
,铝合金,350-灰砂纹（6.15米）,62,根,支,2019-11-01 02:00:51
,型材,LF01-25*45-3米,144,根,支,2019-11-01 02:00:16
,型材,PF06-28*33-3米,60,根,支,2019-11-01 01:59:41
,型材,PF01-18*33-3米,500,根,支,2019-11-01 01:59:19
,型材,PF04-15*28-3米,79,根,支,2019-11-01 01:59:01
,方料,30*48-3.02米,502,根,支,2019-11-01 01:54:21
,木皮,4#黑杏AE 03S (14cm ),268,米,米,2019-11-01 01:51:44
,木皮,26#楸木188-1C (8cm ),340,米,米,2019-11-01 01:51:23
,木皮,6#柚木38Q (31cm ),250,米,米,2019-11-01 01:50:57
,木皮,20#黑木(8cm ),315,米,米,2019-11-01 01:50:30
,铝合金,508-白砂纹（6.15米）,120,根,支,2019-10-30 02:32:45
,型材,PF18-30*35-3米（斜面）,2,根,支,2019-10-30 01:41:30
,铝合金,350-白砂纹（6.15米）,40,根,支,2019-10-30 01:41:11
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,140,根,支,2019-10-30 01:40:50
,铝合金,350-喷砂拉丝亚黑（6.2米）,850,根,支,2019-10-30 01:40:27
,铝合金,508-棕砂纹（6.15米）,6,根,支,2019-10-30 01:39:55
,铝合金,350-黑砂纹（6.15米）,9,根,支,2019-10-30 01:39:25
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,20,根,支,2019-10-30 01:32:50
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,186,根,支,2019-10-30 01:31:34
,铝合金,508-喷砂拉丝亚黑（6.2米）,21,根,,2019-10-30 01:30:59
,木皮,24#黑胡桃（1001S 8cm）,335,米,米,2019-10-30 01:30:26
,铝合金,350-白砂纹（6.15米）,22,根,支,2019-10-28 01:01:45
,铝合金,350-绿砂纹（6.15米）,20,根,支,2019-10-28 01:01:07
,铝合金,350-蓝砂纹（6.15米）,40,根,支,2019-10-28 01:00:33
,铝合金,350-拉丝哑黑(4.52米),10,根,支,2019-10-28 01:00:03
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,642,根,支,2019-10-28 00:59:33
,铝合金,508-白砂纹（6.15米）,106,根,支,2019-10-28 00:58:52
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,5,根,支,2019-10-28 00:58:13
,铝合金,350-喷砂拉丝亚黑（6.2米）,172,根,支,2019-10-28 00:57:50
,型材,PF07-28*48-3米,338,根,支,2019-10-28 00:55:19
,型材,PF06-28*33-3米,60,根,支,2019-10-28 00:54:53
,型材,PF08-48*28-3米,20,根,支,2019-10-28 00:54:14
,型材,LF01-25*45-3米,109,根,支,2019-10-28 00:53:49
,型材,PF01-18*33-3米,380,根,支,2019-10-28 00:53:33
,木皮,21#白木（8cm）,2058,米,米,2019-10-28 00:51:53
,木皮,20#黑木(9.2cm ),335,米,米,2019-10-28 00:51:23
,木皮,19#榆木12-2S (9.2cm ),675,米,米,2019-10-28 00:50:42
,木皮,19#榆木12-2S (31cm ),315,米,米,2019-10-28 00:50:14
,木皮,26#楸木188-1C (8cm ),315,米,米,2019-10-28 00:49:45
,型材,PF11-22*30-3米,900,根,支,2019-10-28 00:45:04
,方料,30*48-3.02米,504,根,支,2019-10-25 09:54:21
,型材,PF01-18*33-3米,162,根,支,2019-10-25 09:53:49
,型材,PF23-18（面宽）*40（高度）-3米,276,根,支,2019-10-25 09:53:29
,型材,PF07-28*48-3米,535,根,支,2019-10-25 09:53:00
,型材,LF02-30*50-3米,1145,根,支,2019-10-25 09:52:40
,型材,PF05-15*40-3米,1000,根,支,2019-10-25 09:52:11
,方料,30*48-3.02米,361,根,支,2019-10-25 09:51:51
,方料,31*53-3.02米,1436,根,支,2019-10-25 09:51:24
,铝合金,ZA33-拉丝亮金（6.2米）(小彭）,30,根,支,2019-10-25 09:50:40
,铝合金,350-蓝砂纹（6.15米）,5,根,支,2019-10-25 09:50:17
,铝合金,350-灰砂纹（6.15米）,5,根,支,2019-10-25 09:49:42
,铝合金,350-红砂纹（6.15米）,5,根,支,2019-10-25 09:49:28
,铝合金,508-喷砂拉丝亚黑（6.2米）,8,根,支,2019-10-25 09:48:43
,铝合金,508-棕砂纹（6.15米）,8,根,支,2019-10-25 09:48:17
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,65,根,支,2019-10-25 09:47:44
,方料,30*48-3.02米,361,根,支,2019-10-25 09:39:14
,方料,31*53-3.02米,1430,根,支,2019-10-25 09:38:43
,方料,16✘43✘3.02,1960,根,支,2019-10-25 09:38:09
,木皮,8#柚木3347Q（30cm),714,米,米,2019-10-25 09:36:46
,木皮,14#银梨1Q （9.2cm ）,343,米,米,2019-10-25 09:35:46
,木皮,14#银梨1Q （8cm ）,300,米,米,2019-10-25 09:35:14
,木皮,15#铁刀2238Q（30cm),327,米,米,2019-10-25 09:34:50
,木皮,17#雀巢52N（30cm),350,米,米,2019-10-25 09:34:16
,木皮,1#雪花木（16cm),670,米,米,2019-10-25 09:33:37
,铝合金,508-喷砂拉丝亚黑（6.2米）,153,根,支,2019-10-24 01:49:02
,铝合金,350-棕砂纹（6.15米）,30,根,支,2019-10-24 01:45:08
,铝合金,320-喷砂拉丝亚银（6.2米）,59,根,支,2019-10-24 01:16:15
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,41,根,支,2019-10-24 01:15:24
,铝合金,320-喷砂拉丝亚银（6.2米）,420,根,支,2019-10-24 01:13:56
,铝合金,508-白砂纹（6.15米）,47,根,支,2019-10-24 01:04:41
,铝合金,350-白砂纹（6.15米）,19,根,支,2019-10-24 01:04:13
,铝合金,320-喷砂三酸拉丝亮银（6.15米）,123,根,支,2019-10-24 01:03:38
,铝合金,350-喷砂拉丝亚银（6.2米）,20,根,支,2019-10-24 01:03:09
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,20,根,支,2019-10-24 01:02:51
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,20,根,支,2019-10-24 01:02:30
,型材,LF01-25*45-3米,145,根,支,2019-10-24 00:59:07
,型材,PF26-28（面宽）*21（高度）-3米,65,根,支,2019-10-24 00:58:53
,型材,PF10-40（宽）*22（高）-3米,350,根,支,2019-10-24 00:58:30
,型材,PF01-18*33-3米,109,根,支,2019-10-24 00:58:09
,型材,LF02-30*50-3米,30,根,支,2019-10-24 00:57:24
,方料,23*41-3.02米,420,根,支,2019-10-24 00:56:59
,木皮,10黑檀2427S (8cm ),1200,米,米,2019-10-24 00:48:25
,木皮,22#银橡07S（5.5cm）,900,米,米,2019-10-24 00:48:01
,木皮,26#楸木188-1C (30cm ),1650,米,米,2019-10-24 00:47:33
,木皮,16#秋香09S (8cm ),250,米,米,2019-10-24 00:46:47
,铝合金,320-喷砂拉丝亚黑（6.2米）,58,根,支,2019-10-22 01:01:57
,型材,PF11-22*30-3米,370,根,支,2019-10-22 00:54:24
,型材,LF02-30*50-3米,363,根,支,2019-10-22 00:54:04
,铝合金,350-喷砂拉丝亮银（6.15米）,2,根,支,2019-10-22 00:53:51
,铝合金,350-喷砂三酸拉丝亮金(6.2米),41,根,支,2019-10-22 00:53:26
,铝合金,320-喷砂拉丝亚黑（6.2米）,20,根,支,2019-10-22 00:52:50
,方料,23*30*3020,1330,根,支,2019-10-22 00:52:26
,方料,19*35-3.02米,1980,根,支,2019-10-22 00:51:59
,木皮,19#榆木12-2S (16cm ),300,米,米,2019-10-22 00:51:27
,木皮,4#黑杏AE 03S (5.5cm ),258,米,米,2019-10-22 00:51:04
,木皮,4#黑杏AE 03S (26cm ),300,米,米,2019-10-22 00:50:25
,木皮,20#黑木(31cm ),600,米,米,2019-10-22 00:49:47
,木皮,1#雪花木（30cm),168,米,米,2019-10-22 00:48:02
,木皮,1#雪花木（30cm),1075,米,米,2019-10-22 00:47:22
,木皮,01#雪花木(31cm),1285,米,米,2019-10-22 00:45:15
,木皮,21#白木（16cm),245,米,米,2019-10-22 00:44:40
,木皮,21#白木（30cm),1045,米,米,2019-10-22 00:44:17
,方料,23*44*3030,6700,根,支,2019-10-21 09:14:48
,方料,31*53-3.06米,828,根,支,2019-10-21 00:47:25
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,3,根,支,2019-10-21 00:42:54
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,5,根,支,2019-10-21 00:42:26
,铝合金,ZA63-拉丝亮金2.44米,5,根,支,2019-10-21 00:41:49
,铝合金,350-喷砂拉丝亚银（6.2米）,100,根,支,2019-10-21 00:41:25
,铝合金,350-喷砂拉丝亚黑（6.2米）,400,根,支,2019-10-21 00:41:04
,铝合金,350-白砂纹（6.15米）,21,根,支,2019-10-21 00:40:40
,型材,LF01-25*45-3米,115,根,支,2019-10-21 00:40:09
,型材,LF02-30*50-3米,11,根,支,2019-10-21 00:39:54
,型材,PF08-48*28-3米,20,根,支,2019-10-21 00:39:09
,型材,PF07-28*48-3米,24,根,支,2019-10-21 00:38:44
,型材,PF01-18*33-3米,172,根,支,2019-10-21 00:38:11
,木皮,27#天然白木(7.5cm ),21975,米,米,2019-10-21 00:37:24
,木皮,4#黑杏AE 03S (16cm ),600,米,米,2019-10-21 00:36:48
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,20,根,支,2019-10-19 00:34:57
,铝合金,ZA33-拉丝亚黑（6.15米）(小彭）,8,根,支,2019-10-19 00:32:59
,铝合金,ZA33-拉丝亮金（6.2米）(小彭）,40,根,支,2019-10-19 00:32:35
,铝合金,ZA33-白砂纹（6.15米）(小彭）,3,根,支,2019-10-19 00:32:09
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,45,根,支,2019-10-19 00:31:46
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,2,根,支,2019-10-19 00:31:12
,铝合金,508-喷砂拉丝亚黑（6.2米）,17,根,支,2019-10-19 00:30:11
,铝合金,350-喷砂拉丝亚黑（6.2米）,80,根,支,2019-10-19 00:29:40
,型材,PF07-28*48-3米,340,根,支,2019-10-19 00:28:36
,型材,LF02-30*50-3米,60,根,支,2019-10-19 00:28:13
,木皮,4#黑杏AE 03S (9.2cm ),690,米,米,2019-10-19 00:27:42
,木皮,18#橡木108DS(26cm ),317,米,米,2019-10-19 00:26:40
,铝合金,350-拉丝亚银3.07米(罗庄),82,根,支,2019-10-16 06:57:22
,铝合金,350-喷砂拉丝亚黑（6.2米）,249,根,支,2019-10-16 06:56:52
,铝合金,320-喷砂拉丝亚银（6.2米）,1,根,支,2019-10-16 06:56:26
,铝合金,320-拉丝亚黑（2.7米）,8,根,支,2019-10-16 06:55:44
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,42,根,支,2019-10-16 06:55:19
,型材,PF01-18*33-3米,757,根,支,2019-10-16 06:51:37
,型材,PF26-28（面宽）*21（高度）-3米,65,根,支,2019-10-16 06:51:19
,型材,LF02-30*50-3.06米,335,根,支,2019-10-16 06:50:55
,型材,LF02-30*50-3米,333,根,支,2019-10-16 06:50:41
,型材,PF04-15*28-3米,156,根,支,2019-10-16 06:50:23
,方料,30*50*3020,864,根,支,2019-10-16 06:50:00
,木皮,27#天然白木(7.5cm ),300,米,米,2019-10-16 06:49:12
,木皮,26#楸木188-1C (26cm ),270,米,米,2019-10-16 06:46:09
