Name,Material,Spec,Quantity,Unit,Remarks,Time
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,15,根,支,2019-06-14 01:05:52
,铝合金,508-白砂纹（6.15米）,1,根,支,2019-06-14 01:05:27
,铝合金,350-红砂纹（6.15米）,2,根,支,2019-06-14 01:04:02
,铝合金,350-蓝砂纹（6.15米）,4,根,支,2019-06-14 01:03:38
,铝合金,508-喷砂拉丝亚黑（6.2米）,15,根,支,2019-06-14 01:03:17
,铝合金,ZA33-白砂纹（6.15米）(小彭）,25,根,支,2019-06-14 01:02:59
,铝合金,350-白砂纹（6.15米）,22,根,支,2019-06-14 01:02:41
,型材,PF01-18*33-3米,220,根,支,2019-06-14 01:02:20
,型材,LF03-30*35-3米,10,根,支,2019-06-14 01:02:07
,型材,LF03-30✘35✘3.02米前宽7MM,15,根,支,2019-06-14 01:01:45
,方料,19*35-3.02米,941,根,支,2019-06-14 01:01:19
,型材,PF02-20（面宽）*35（高度）-3米,8050,根,支,2019-06-12 00:49:22
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,60,根,支,2019-06-12 00:46:25
,铝合金,350-喷砂拉丝亚黑（6.2米）,61,根,支,2019-06-12 00:46:03
,铝合金,350-喷砂拉丝亚银（6.2米）,2,根,支,2019-06-12 00:45:46
,铝合金,350-蓝砂纹（6.15米）,40,根,支,2019-06-12 00:45:22
,铝合金,350-棕砂纹（6.15米）,10,根,支,2019-06-12 00:45:02
,铝合金,350-蓝砂纹（6.15米）,10,根,支,2019-06-12 00:40:53
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,65,根,支,2019-06-12 00:40:30
,铝合金,350-白砂纹（6.15米）,142,根,支,2019-06-12 00:40:04
,型材,PF06-28*33-3米,60,根,支,2019-06-12 00:39:40
,型材,PF11-22*30-3米,60,根,支,2019-06-12 00:39:24
,方料,21*40-3.02米,50,根,支,2019-06-12 00:39:09
,方料,31*36.5-3.02米,30,根,支,2019-06-12 00:38:13
,木皮,27#天然白木(7.5cm ),610,米,米,2019-06-12 00:37:47
,木皮,24#黑胡桃1001S (31cm ),335,米,米,2019-06-12 00:37:25
,铝合金,350-绿砂纹（6.15米）,1,根,支,2019-06-11 00:23:08
,铝合金,350-白砂纹（6.15米）,2,根,支,2019-06-11 00:22:39
,铝合金,350-喷砂拉丝亚黑（6.2米）,13,根,支,2019-06-11 00:21:14
,型材,PF04-15*28-3米,80,根,支,2019-06-11 00:20:10
,型材,PF23-18（面宽）*40（高度）-3米,225,根,支,2019-06-11 00:19:00
,型材,PF09-20*50.8-3米,8,根,支,2019-06-11 00:18:42
,型材,LF02-30*50-3米,61,根,支,2019-06-11 00:18:26
,型材,PF06-28*33-3米,91,根,支,2019-06-11 00:18:06
,木皮,24#黑胡桃（1001S 14cm）,335,米,米,2019-06-11 00:17:40
,木皮,27#天然白木(7.5cm ),3000,米,米,2019-06-11 00:17:15
,木皮,30#白藤904S (8cm ),120,米,米,2019-06-11 00:16:57
,木皮,22#银橡7S (8cm ),300,米,米,2019-06-11 00:16:36
,木皮,23黑橡24S (9.2cm ),300,米,米,2019-06-11 00:16:17
,木皮,25天然柚木(5188S 9.2cm ),300,米,米,2019-06-11 00:15:52
,木皮,25#天然柚木（5188S 8cm ）,322,米,米,2019-06-11 00:15:27
,木皮,20#黑木(8cm ),315,米,米,2019-06-11 00:14:56
,木皮,20#黑木(16cm ),335,米,米,2019-06-11 00:14:40
,铝合金,350-蓝砂纹（6.15米）,17,根,支,2019-06-09 00:23:56
,铝合金,350-喷砂拉丝亚黑（6.2米）,25,根,支,2019-06-09 00:23:32
,铝合金,508-白砂纹（6.15米）,150,根,支,2019-06-09 00:23:14
,铝合金,350-黑砂纹（6.15米）,40,根,支,2019-06-09 00:22:52
,型材,LF02-30*50-3米,60,根,支,2019-06-09 00:22:30
,木皮,4#黑杏AE 03S (8cm ),290,米,米,2019-06-09 00:22:06
,木皮,02#橡木609S(8cm),263,米,米,2019-06-09 00:21:17
,木皮,27#天然白木(7.5cm ),9153,米,米,2019-06-09 00:20:49
,木皮,1#雪花木（8cm ）,300,米,米,2019-06-09 00:20:28
,型材,LF01-25*45-3米,216,根,支,2019-06-07 00:57:48
,铝合金,508-喷砂拉丝亚黑（6.2米）,15,根,支,2019-06-07 00:56:55
,铝合金,508-白砂纹（6.15米）,15,根,支,2019-06-07 00:56:26
,铝合金,350-蓝砂纹（6.15米）,20,根,支,2019-06-07 00:56:04
,铝合金,350-喷砂拉丝亚黑（6.2米）,130,根,支,2019-06-07 00:55:04
,铝合金,350-灰砂纹（6.15米）,10,根,支,2019-06-07 00:54:32
,铝合金,ZA33-白砂纹（6.15米）(小彭）,50,根,支,2019-06-07 00:53:59
,铝合金,ZA33-拉丝亚黑（6.15米）(小彭）,24,根,支,2019-06-07 00:53:34
,铝合金,350-白砂纹（6.15米）,41,根,支,2019-06-07 00:53:15
,型材,LF01-25*45-3米,216,根,支,2019-06-07 00:52:49
,型材,PF04-15*28-3米,80,根,支,2019-06-07 00:52:37
,型材,PF09-20*50.8-3米,72,根,支,2019-06-07 00:52:23
,型材,PF01-18*33-3米,543,根,支,2019-06-07 00:52:07
,型材,PF23-18（面宽）*40（高度）-3米,55,根,支,2019-06-07 00:51:49
,型材,PF08-48*28-3米,20,根,支,2019-06-07 00:51:27
,型材,PF07-28*48-3米,48,根,支,2019-06-07 00:51:12
,木皮,18#橡木108DS(9.2cm ),340,米,米,2019-06-07 00:50:50
,木皮,25天然柚木(5188S 9.2cm ),300,米,米,2019-06-07 00:50:29
,木皮,15#铁刀2238Q（30cm),345,米,米,2019-06-07 00:50:12
,木皮,23#黑橡24S (8cm ),300,米,米,2019-06-07 00:49:50
,木皮,20#黑木(8cm ),315,米,米,2019-06-07 00:49:31
,铝合金,350-灰砂纹（6.15米）,18,根,支,2019-06-06 06:20:03
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,104,根,支,2019-06-06 00:36:19
,铝合金,508-喷砂拉丝亚银（6.2米）,30,根,支,2019-06-06 00:36:01
,铝合金,508-喷砂拉丝亚黑（6.2米）,47,根,支,2019-06-06 00:35:24
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,15,根,支,2019-06-06 00:35:06
,铝合金,350-白砂纹（6.15米）,20,根,支,2019-06-06 00:34:42
,铝合金,350-喷砂拉丝亚黑（6.2米）,85,根,支,2019-06-06 00:34:20
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,41,根,支,2019-06-06 00:34:03
,型材,PF01-18*33-3米,109,根,支,2019-06-06 00:33:33
,型材,PF26-28（面宽）*21（高度）-3米,65,根,支,2019-06-06 00:33:16
,型材,LF02-30*50-3米,75,根,支,2019-06-06 00:32:53
,方料,22*31-3.02米,652,根,支,2019-06-06 00:32:06
,方料,23*44*3060,4324,根,支,2019-06-06 00:26:51
,方料,23*44*3030,783,根,支,2019-06-06 00:26:23
,木皮,02#橡木609S(8cm),263,米,米,2019-06-06 00:25:49
,木皮,18#橡木108DS(16cm ),340,米,米,2019-06-06 00:25:29
,木皮,08#橡木3347Q(9.2cm),335,米,米,2019-06-06 00:25:02
,铝合金,350-白砂纹（6.15米）,25,根,支,2019-06-03 23:57:46
,铝合金,350-喷砂拉丝亚银（6.2米）,100,根,支,2019-06-03 23:57:23
,铝合金,350-喷砂拉丝亚黑（6.2米）,120,根,支,2019-06-03 23:57:02
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,75,根,支,2019-06-03 23:56:35
,铝合金,508-喷砂拉丝亚黑（6.2米）,75,根,支,2019-06-03 23:55:36
,型材,LF03-30✘35✘3.02米前宽7MM,366,根,支,2019-06-03 23:55:16
,型材,PF01-18*33-3米,1084,根,支,2019-06-03 23:54:49
,型材,PF09-20*50.8-3米,3,根,支,2019-06-03 23:54:32
,型材,PF07-28*48-3米,145,根,支,2019-06-03 23:54:11
,木皮,16#秋香09S (26cm ),1360,米,米,2019-06-03 23:53:51
,木皮,20#黑木(8cm ),2010,米,米,2019-06-03 23:53:13
,木皮,10#黑檀2427S (26cm ),300,米,米,2019-06-03 23:52:57
,木皮,23黑橡24S (30cm ),335,米,米,2019-06-03 23:52:40
,铝合金,508-白砂纹（6.15米）,97,根,支,2019-06-01 23:52:56
,型材,PF04-15*28-3米,79,根,支,2019-06-01 23:52:39
,型材,PF01-18*33-3米,99,根,支,2019-06-01 23:52:20
,型材,LF02-30*50-3米,93,根,支,2019-06-01 23:51:57
,型材,LF03-30*35-3米,180,根,支,2019-06-01 23:51:41
,木皮,8#柚木3347Q（8cm),250,米,米,2019-06-01 23:51:16
,木皮,26#楸木188-1C (26cm ),320,米,米,2019-06-01 23:49:57
,木皮,23黑橡24S (30cm ),335,米,米,2019-06-01 23:49:32
,木皮,10#黑檀2427S (26cm ),300,米,米,2019-06-01 23:49:10
,铝合金,508-白砂纹（6.15米）,30,根,支,2019-06-01 00:13:08
,铝合金,350-黑砂纹（6.15米）,20,根,支,2019-06-01 00:12:45
,铝合金,350-白砂纹（6.15米）,40,根,支,2019-06-01 00:12:22
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,1,根,支,2019-06-01 00:12:04
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,1,根,支,2019-06-01 00:11:53
,铝合金,350-喷砂拉丝亚黑（6.2米）,1,根,支,2019-06-01 00:11:37
,铝合金,350-喷砂拉丝亚银（6.2米）,2,根,支,2019-06-01 00:11:15
,铝合金,350-灰砂纹（6.15米）,1,根,支,2019-06-01 00:10:57
,铝合金,350-蓝砂纹（6.15米）,41,根,支,2019-06-01 00:10:42
,铝合金,350-红砂纹（6.15米）,31,根,支,2019-06-01 00:10:24
,型材,PF23-18（面宽）*40（高度）-3米,605,根,支,2019-06-01 00:10:00
,铝合金,320-拉丝亚黑（2.7米）,5,根,支,2019-05-31 00:30:15
,铝合金,508-拉丝亚黑（2.7米）,2,根,支,2019-05-31 00:29:53
,铝合金,350-喷砂拉丝亚黑（6.2米）,5,根,支,2019-05-31 00:29:33
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,1,根,支,2019-05-31 00:29:05
,铝合金,320-白砂纹（6.15米）,353,根,支,2019-05-31 00:28:37
,型材,PF01-18*33-3米,54,根,支,2019-05-31 00:28:10
,方料,21*40-3.02米,1081,根,支,2019-05-31 00:27:14
,木皮,15#铁刀2238Q（30cm),345,米,米,2019-05-31 00:26:39
,木皮,23黑橡24S (30cm ),328,米,米,2019-05-31 00:26:12
,木皮,02#橡木609S (9.2cm ),670,米,米,2019-05-30 23:51:22
,木皮,02#橡木609S (9.2cm ),26,米,米,2019-05-30 23:50:01
,型材,LF03-30✘35✘3.02米前宽7MM,44,根,支,2019-05-30 00:08:22
,木皮,25#天然柚木（5188S 14cm ）,336,米,米,2019-05-30 00:07:55
,方料,30*48-3.02米,464,根,米,2019-05-29 23:55:43
,木皮,20#黑木(14cm ),335,米,米,2019-05-29 23:55:21
,木皮,4#黑杏AE 03S (16cm ),670,米,米,2019-05-29 23:55:02
,木皮,4#黑杏AE 03S (14cm ),335,米,米,2019-05-29 23:52:33
,木皮,23#黒橡24S (14cm ),335,米,米,2019-05-29 01:12:13
,木皮,24#黑胡桃（1001S 9.2cm）,335,米,米,2019-05-29 01:11:20
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,315,根,支,2019-05-29 00:59:34
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,85,根,支,2019-05-29 00:59:17
,型材,PF18-30*35-3米（斜面）,1095,根,支,2019-05-28 00:50:05
,型材,PF09-20*50.8-3米,74,根,支,2019-05-28 00:49:49
,铝合金,508-白砂纹（6.15米）,16,根,支,2019-05-28 00:39:01
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,100,根,支,2019-05-28 00:38:26
,木皮,26#楸木188-1C (26cm ),640,米,米,2019-05-28 00:38:05
,木皮,19#榆木12-2S (31cm ),336,米,米,2019-05-28 00:37:38
,型材,PF04-15*28-3米,2131,根,支,2019-05-28 00:22:30
,方料,15*28-3.02米,2140,根,支,2019-05-27 01:03:53
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,41,根,支,2019-05-27 01:03:17
,铝合金,508-白砂纹（6.15米）,4,根,支,2019-05-27 01:02:57
,铝合金,350-喷砂三酸拉丝亮金（4.35米）,724,根,支,2019-05-27 01:02:35
,铝合金,508-喷砂拉丝亚黑（6.2米）,42,根,支,2019-05-27 01:02:07
,铝合金,350-灰砂纹（6.15米）,1,根,支,2019-05-27 01:01:47
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,2,根,支,2019-05-27 01:01:33
,铝合金,350-白砂纹（6.15米）,88,根,支,2019-05-27 01:01:09
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,30,根,支,2019-05-27 01:00:51
,铝合金,508-喷砂拉丝亚黑（6.2米）,75,根,支,2019-05-27 01:00:25
,铝合金,350-灰砂纹（6.15米）,20,根,支,2019-05-27 01:00:06
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,202,根,支,2019-05-27 00:59:30
,铝合金,350-喷砂拉丝亚黑（6.2米）,400,根,支,2019-05-27 00:58:28
,铝合金,350-浅咖色砂纹（6.15米）,16,根,支,2019-05-27 00:57:10
,铝合金,350-灰砂纹（6.15米）,21,根,支,2019-05-27 00:56:50
,铝合金,350-蓝砂纹（6.15米）,28,根,支,2019-05-27 00:56:26
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,1,根,支,2019-05-27 00:56:07
,铝合金,320-喷砂拉丝亚黑（6.2米）,19,根,支,2019-05-27 00:55:49
,型材,LF02-30*50-3.06米,30,根,支,2019-05-27 00:55:32
,型材,LF02-30*50-3米,153,根,支,2019-05-27 00:55:18
,型材,LF01-25*45-3米,144,根,支,2019-05-27 00:55:05
,型材,PF08-48*28-3米,20,根,支,2019-05-27 00:54:49
,型材,PF07-28*48-3米,48,根,支,2019-05-27 00:54:31
,型材,PF06-28*33-3米,60,根,支,2019-05-27 00:54:17
,型材,PF01-18*33-3米,379,根,支,2019-05-27 00:54:02
,木皮,18#橡木108DS(16cm ),680,米,米,2019-05-27 00:53:41
,木皮,18#橡木108DS(14cm ),310,米,米,2019-05-27 00:53:25
,木皮,20#黑木(14cm ),670,米,米,2019-05-27 00:53:05
,木皮,4#黑杏AE 03S (9.2cm ),345,米,米,2019-05-27 00:52:44
,木皮,20#黑木(31cm ),300,米,米,2019-05-27 00:52:23
,铝合金,350-喷砂三酸拉丝亮金（4.35米）,2461,根,支,2019-05-26 09:36:20
,铝合金,350-喷砂三酸拉丝亮金（4.35米）,370,根,支,2019-05-26 07:47:55
,方料,31*53-3.02米,1092,根,支,2019-05-25 23:42:56
,铝合金,350-喷砂三酸拉丝亮金（4.35米）,2571,根,支,2019-05-25 01:47:50
,木皮,24#黑胡桃（1001S 9.2cm）,253,米,米,2019-05-25 00:30:24
,铝合金,350-咖色砂纹（6.15米）,20,根,支,2019-05-25 00:24:49
,铝合金,350-红砂纹（6.15米）,20,根,支,2019-05-25 00:24:35
,铝合金,350-黄砂纹（6.15米）,20,根,支,2019-05-25 00:24:20
,铝合金,350-棕砂纹（6.15米）,20,根,支,2019-05-25 00:24:07
,铝合金,350-绿砂纹（6.15米）,20,根,支,2019-05-25 00:22:29
,铝合金,350-蓝砂纹（6.15米）,20,根,支,2019-05-25 00:22:10
,铝合金,350-灰砂纹（6.15米）,20,根,支,2019-05-25 00:21:53
,铝合金,350-黑砂纹（6.15米）,20,根,支,2019-05-25 00:21:25
,铝合金,350-喷砂拉丝亚银（6.2米）,20,根,支,2019-05-25 00:20:57
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,20,根,支,2019-05-25 00:20:40
,铝合金,350-喷砂拉丝亚黑（6.2米）,48,根,支,2019-05-25 00:19:16
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,65,根,支,2019-05-25 00:18:39
,铝合金,350-白砂纹（6.15米）,28,根,支,2019-05-25 00:17:02
,铝合金,320-白砂纹（6.15米）,20,根,支,2019-05-25 00:16:39
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,20,根,支,2019-05-25 00:16:13
,铝合金,320-喷砂拉丝亚银（6.2米）,40,根,支,2019-05-25 00:15:44
,铝合金,320-喷砂拉丝亚黑（6.2米）,120,根,支,2019-05-25 00:15:22
,铝合金,508-拉丝亚黑（2.7米）,1,根,支,2019-05-24 00:56:22
,铝合金,508-棕砂纹（6.15米）,1,根,支,2019-05-24 00:56:12
,铝合金,350-棕砂纹（6.15米）,1,根,支,2019-05-24 00:55:57
,型材,PF01-18*33-3米,547,根,支,2019-05-24 00:55:37
,型材,PF11-22*30-3米,61,根,支,2019-05-24 00:55:13
,型材,PF08-48*28-3米,20,根,支,2019-05-24 00:54:51
,型材,PF07-28*48-3米,24,根,支,2019-05-24 00:54:34
,方料,21*40-3.02米,30,根,支,2019-05-24 00:54:16
,方料,29*39*3030,7067,根,支,2019-05-24 00:53:30
,木皮,5#麦格利38Q (31cm ),530,米,米,2019-05-24 00:52:55
,铝合金,508-白砂纹（6.15米）,20,根,支,2019-05-23 01:04:32
,铝合金,508-灰砂纹（6.15米）,20,根,支,2019-05-23 01:04:10
,铝合金,508-黑砂文（6.15米）,35,根,支,2019-05-23 01:03:46
,铝合金,350-黑砂纹（6.15米）,40,根,支,2019-05-23 01:03:22
,铝合金,508-拉丝亚黑（2.7米）,6,根,支,2019-05-23 01:02:52
,铝合金,350-白砂纹（6.15米）,2,根,支,2019-05-23 01:02:15
,铝合金,350-喷砂拉丝亚黑（6.2米）,101,根,支,2019-05-23 01:01:53
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,20,根,支,2019-05-23 01:01:10
,型材,PF01-18*33-3米,108,根,支,2019-05-23 01:00:37
,型材,PF26-28（面宽）*21（高度）-3米,71,根,支,2019-05-23 01:00:18
,型材,PF04-15*28-3米,78,根,支,2019-05-23 00:59:55
,型材,LF02-30*50-3米,30,根,支,2019-05-23 00:59:37
,木皮,8#柚木3347Q（16cm),335,米,米,2019-05-23 00:59:17
,木皮,4#黑杏AE 03S (26cm ),300,米,米,2019-05-23 00:58:47
,木皮,24#黑胡桃1001S (31cm ),1340,米,米,2019-05-23 00:32:44
,铝合金,320-喷砂拉丝亚银（6.2米）,100,根,支,2019-05-22 00:59:50
,铝合金,350-喷砂拉丝亚黑（6.2米）,448,根,支,2019-05-22 00:59:22
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,23,根,支,2019-05-22 00:58:58
,型材,LF02-30*50-3米,690,根,支,2019-05-22 00:54:50
,型材,LF02-30*50-3.06米,210,根,支,2019-05-22 00:54:27
,型材,PF08-48*28-3米,100,根,支,2019-05-22 00:54:10
,方料,19*35-3.02米,2108,根,支,2019-05-22 00:53:05
,木皮,18#橡木108DS(16cm ),2705,米,米,2019-05-22 00:46:50
,铝合金,350-浅咖色砂纹（6.15米）,13,根,支,2019-05-20 00:30:32
,铝合金,350-蓝砂纹（6.15米）,9,根,支,2019-05-20 00:30:11
,铝合金,350-灰砂纹（6.15米）,22,根,支,2019-05-20 00:29:56
,铝合金,350-喷砂拉丝亚黑（6.2米）,20,根,支,2019-05-20 00:29:37
,铝合金,350-喷砂拉丝亚银（6.2米）,10,根,支,2019-05-20 00:29:07
,铝合金,508-喷砂拉丝亚黑（6.2米）,30,根,支,2019-05-20 00:28:46
,铝合金,508-白砂纹（6.15米）,31,根,支,2019-05-20 00:28:29
,铝合金,350-白砂纹（6.15米）,21,根,支,2019-05-20 00:28:10
,型材,PF04-15*28-3米,78,根,支,2019-05-20 00:27:42
,型材,LF01-25*45-3米,180,根,支,2019-05-20 00:27:28
,型材,PF09-20*50.8-3米,38,根,支,2019-05-20 00:27:17
,木皮,4#黑杏AE 03S (14cm ),670,米,米,2019-05-20 00:26:56
,铝合金,320-拉丝亚黑（2.7米）,47,根,支,2019-05-19 00:56:05
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,41,根,支,2019-05-19 00:55:45
,铝合金,350-黑砂纹（6.15米）,1,根,支,2019-05-19 00:55:24
,铝合金,350-喷砂拉丝亚黑（6.2米）,108,根,支,2019-05-19 00:54:52
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,2,根,支,2019-05-19 00:53:41
,铝合金,350-喷砂拉丝亚银（6.2米）,2,根,支,2019-05-19 00:53:19
,铝合金,508-喷砂拉丝亚银（6.2米）,3,根,支,2019-05-19 00:52:24
,铝合金,508-喷砂拉丝亚黑（6.2米）,2,根,支,2019-05-19 00:51:40
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,60,根,支,2019-05-19 00:50:51
,铝合金,ZA33-白砂纹（6.15米）(小彭）,21,根,支,2019-05-19 00:50:16
,铝合金,320-白砂纹（6.15米）,61,根,支,2019-05-19 00:49:54
,铝合金,350-白砂纹（6.15米）,135,根,支,2019-05-19 00:49:31
,型材,PF23-18（面宽）*40（高度）-3米,110,根,支,2019-05-19 00:49:03
,型材,PF01-18*33-3米,1164,根,支,2019-05-19 00:48:42
,型材,PF07-28*48-3米,364,根,支,2019-05-19 00:48:17
,型材,LF01-25*45-3米,184,根,支,2019-05-19 00:48:02
,方料,30*48-3.02米,839,根,支,2019-05-19 00:46:59
,木皮,10#黑檀2427S (26cm ),258,米,米,2019-05-19 00:46:25
,铝合金,ZA33-拉丝亚黑（6.15米）(小彭）,1010,根,支,2019-05-17 01:21:14
,铝合金,350-喷砂拉丝亚银（6.2米）,20,根,支,2019-05-17 01:20:52
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,20,根,支,2019-05-17 01:20:36
,铝合金,508-喷砂拉丝亮银（6.15米）,15,根,支,2019-05-17 01:20:14
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,60,根,支,2019-05-17 01:19:51
,铝合金,350-喷砂拉丝亚黑（6.2米）,20,根,支,2019-05-17 01:19:29
,铝合金,350-棕砂纹（6.15米）,20,根,支,2019-05-17 01:19:05
,铝合金,508-喷砂拉丝亚黑（6.2米）,31,根,支,2019-05-17 01:18:48
,铝合金,350-红砂纹（6.15米）,3,根,支,2019-05-17 01:18:24
,铝合金,320-白砂纹（6.15米）,3,根,支,2019-05-17 01:17:59
,铝合金,350-白砂纹（6.15米）,64,根,支,2019-05-17 01:17:41
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,22,根,支,2019-05-17 01:17:18
,铝合金,508-白砂纹（6.15米）,33,根,支,2019-05-17 01:16:51
,型材,PF01-18*33-3米,163,根,支,2019-05-17 01:14:59
,型材,PF08-48*28-3米,20,根,支,2019-05-17 01:14:45
,型材,PF07-28*48-3米,313,根,支,2019-05-17 01:14:14
,型材,PF06-28*33-3米,60,根,支,2019-05-17 01:13:59
,型材,LF02-30*50-3米,30,根,支,2019-05-17 01:13:39
,方料,23*44*3060,2288,根,支,2019-05-17 01:11:07
,方料,31✘36.5✘3.07米,1100,根,支,2019-05-17 01:10:20
,木皮,19#榆木12-2S (26cm ),335,米,米,2019-05-17 01:09:52
,木皮,27#天然白木(19cm ),170,米,米,2019-05-17 01:09:30
,木皮,27#天然白木(7.5cm ),12825,米,米,2019-05-17 01:09:13
,铝合金,ZA33-白砂纹（6.15米）(小彭）,25,根,支,2019-05-15 01:29:33
,铝合金,ZA33-白砂纹（6.15米）(小彭）,25,根,支,2019-05-15 01:22:13
,铝合金,ZA33-拉丝亮金（6.2米）(小彭）,25,根,支,2019-05-15 01:22:00
,铝合金,ZA33-拉丝亚黑（6.15米）(小彭）,25,根,支,2019-05-15 01:21:49
,铝合金,508-白砂纹（6.15米）,20,根,支,2019-05-15 01:20:59
,铝合金,508-灰砂纹（6.15米）,20,根,支,2019-05-15 01:20:40
,铝合金,508-棕砂纹（6.15米）,20,根,支,2019-05-15 01:20:30
,铝合金,508-喷砂拉丝亮银（6.15米）,20,根,支,2019-05-15 01:20:09
,铝合金,508-喷砂拉丝亚黑（6.2米）,40,根,支,2019-05-15 01:19:56
,铝合金,508-喷砂拉丝亚银（6.2米）,20,根,支,2019-05-15 01:19:01
,铝合金,508-喷砂三酸拉丝亮金（6.2米）,20,根,支,2019-05-15 01:18:47
,铝合金,350-绿砂纹（6.15米）,15,根,支,2019-05-15 01:17:49
,铝合金,350-黄砂纹（6.15米）,15,根,支,2019-05-15 01:17:30
,铝合金,350-黑砂纹（6.15米）,70,根,支,2019-05-15 01:16:43
,铝合金,350-蓝砂纹（6.15米）,15,根,支,2019-05-15 01:16:17
,铝合金,350-喷砂拉丝亚黑（6.2米）,40,根,支,2019-05-15 01:15:39
,铝合金,350-红砂纹（6.15米）,35,根,支,2019-05-15 01:07:46
,铝合金,350-白砂纹（6.15米）,30,根,支,2019-05-15 01:07:03
,铝合金,350-灰砂纹（6.15米）,70,根,支,2019-05-15 01:06:23
,铝合金,350-浅咖色砂纹（6.15米）,15,根,支,2019-05-15 01:06:03
,铝合金,350-棕砂纹（6.15米）,15,根,支,2019-05-15 01:04:25
,铝合金,350-咖色砂纹（6.15米）,15,根,支,2019-05-15 01:04:03
,铝合金,350-喷砂拉丝亮银（6.15米）,35,根,支,2019-05-15 01:03:35
,铝合金,350-喷砂拉丝亚银（6.2米）,45,根,支,2019-05-15 01:03:05
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,62,根,支,2019-05-15 01:02:43
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,180,根,支,2019-05-15 01:02:16
,铝合金,320-白砂纹（6.15米）,30,根,支,2019-05-15 01:01:40
,铝合金,320-喷砂拉丝亚黑（6.2米）,275,根,支,2019-05-15 00:29:37
,铝合金,320-喷砂拉丝亚银（6.2米）,25,根,支,2019-05-15 00:29:07
,铝合金,320-喷砂三酸拉丝亮银（6.15米）,25,根,支,2019-05-15 00:28:13
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,25,根,支,2019-05-15 00:27:27
,型材,PF04-15*28-3米,158,根,支,2019-05-15 00:26:50
,木皮,27#天然白木(7.5cm ),6519,米,米,2019-05-15 00:23:40
,方料,23*44*3060,1953,根,支,2019-05-13 00:16:32
,铝合金,ZA34-白砂纹（6.15米）(梵澜堂),20,根,支,2019-05-13 00:16:09
,铝合金,320-喷砂三酸拉丝亮银（6.15米）,7,根,支,2019-05-13 00:15:47
,铝合金,320-喷砂三酸拉丝亮金（6.2米）,7,根,支,2019-05-13 00:15:26
,铝合金,320-喷砂拉丝亚黑（6.2米）,10,根,支,2019-05-13 00:15:07
,铝合金,350-浅咖色砂纹（6.15米）,17,根,支,2019-05-13 00:14:20
,铝合金,350-灰砂纹（6.15米）,19,根,支,2019-05-13 00:13:50
,铝合金,350-红砂纹（6.15米）,13,根,支,2019-05-13 00:13:25
,铝合金,350-喷砂拉丝亚黑（6.2米）,108,根,支,2019-05-13 00:13:01
,型材,LF03-30✘35✘3.02米前宽7MM,44,根,支,2019-05-13 00:12:23
,型材,LF02-30*50-3米,31,根,支,2019-05-13 00:11:43
,木皮,27#天然白木(7.5cm ),11890,米,米,2019-05-13 00:11:17
,木皮,19#榆木12-2S (16cm ),300,米,米,2019-05-13 00:10:44
,木皮,16#秋香09S (26cm ),268,米,米,2019-05-13 00:10:27
,方料,29*39*3060,5208,根,支,2019-05-13 00:08:10
,铝合金,350-黑砂纹（6.15米）,40,根,支,2019-05-12 01:59:02
,铝合金,350-喷砂三酸拉丝亮金（4.35米）,60,根,支,2019-05-12 01:58:49
,铝合金,508-白砂纹（6.15米）,23,根,支,2019-05-12 01:58:22
,铝合金,320-白砂纹（6.15米）,68,根,支,2019-05-12 01:49:48
,铝合金,350-喷砂三酸拉丝亮金（6.2米）,360,根,支,2019-05-12 01:49:23
,铝合金,350-喷砂三酸拉丝玫瑰金（6.2米）,14,根,支,2019-05-12 01:48:20
,铝合金,350-蓝砂纹（6.15米）,2,根,支,2019-05-12 01:48:00
